11.1 -631.07862682
11.12 -631.07824148
11.14 -631.07781629
11.16 -631.07736875
11.18 -631.07688932
11.2 -631.07636978
11.22 -631.07583548
11.24 -631.07526957
11.26 -631.07468376
11.28 -631.074067
